Version: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Suffix,ua1b,ua1c,ua1d,ua1f,ua1g,ua1h,ua1m,ua1p,ua1q,ua1r,ua1s,ua1t,ua1w,ua1z,ua2b,ua2c,ua2d,ua2f,ua2g,ua2h,ua2m,ua2p,ua2q,ua2r,ua2s,ua2t,ua2w,ua2z,uaap,uabi,uabr,uacq,uaen,uagi,uagp,ualp,uamn,uani,uarm,uawt,ubba,ubdg,ubdi,ubld,uble,ubpr,ubpx,ubpy,ubs1,ubs2,ubsi,ubsl,ubui,ucam,ucar,ucbo,ucbs,uclb,uclg,uclr,ucol,ucpt,ucs1,ucs2,ucua,udaa,udea,udef,udep,udl1,udl2,udp1,udp2,udtm,udty,udu1,udu2,udup,uept,uerd,ufle,ufma,ufoo,ufor,ufrd,ugol,ugor,uhab,uhd1,uhd2,uhhb,uhhd,uhhm,uhom,uhot,uhpm,uhpr,uhrt,uibo,uico,uimz,uinp,uint,uisz,ulba,ulbd,ulbs,ulev,ulfi,ulfo,ulos,ulpx,ulpy,ulpz,ulsz,ulum,ulur,uma1,uma2,umas,umdl,umh1,umh2,umis,umpi,umpm,umpr,umvf,umvh,umvr,umvs,umvt,umxp,umxr,unam,unbm,unbr,unsf,uocc,uori,upap,upat,upaw,upgr,upoi,upra,upri,upro,upru,uprw,uqd1,uqd2,urac,urb1,urb2,urpg,urpo,urpp,urpr,urqc,urtm,urun,usca,uscb,usd1,usd2,useu,usew,ushb,ushh,ushr,ushu,ushw,ushx,ushy,usid,usin,usle,uslz,usma,usnd,uspa,uspe,usr1,usr2,usrg,ussc,ussi,usst,ustp,ustr,utaa,utar,utc1,utc2,utcc,utco,utip,utpr,utub,utyp,uubs,uuch,uver,uwal,uwu1,uwu2
H01L,Hpal,20,1.70,2,0,"""ground,structure,debris,air,item,ward""",0,"""Abilities\\Weapons\\VengeanceMissile\\VengeanceMissile.mdl""","""""",0,600,6,"""hero""","""normal""",1200,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,800.00,1,10,1.00,,0,,"""Flesh""","""复活 术士""",0,0,0,1,0.15,,2,2,0.30,0.70,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,2.00,,0.00,0.00,0.30,0.30,0,"""hero""",0,0,0.00,0,50.00,1,0,0,2,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNGuldan.blp""",60.00,2.70,24,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.15,,0,"""units\\orc\\OrcWarlockGuldan\\OrcWarlockGuldan.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,295,"""foot""",10.00,10.00,"""术士""",0,0,,0.00,0,"""""","""""",0.00,"""""",88,"""INT""",9,"""戴蒙．莱尼克""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,200.00,1.50,1,0.00,0.00,,0,"""""",120.00,1,"""Shadow""",120.00,50.00,50.00,1800,800,0,0.00,1,"""ShamanX""","""Objects\\Spawnmodels\\Orc\\OrcSmallDeathExplode\\OrcSmallDeathExplode.mdl""",,0.00,0.00,6,1.25,"""ReplaceableTextures\\CommandButtons\\BTNGuldan.blp""",15,2.50,18,,"""ground""",1,1,0,-1,"""术士""","""复活 术士""","""他曾任黑日部落的大祭司，在燃烧军团踏上卡里姆多的大地之后，成为第一批被恶魔奴役的兽人----令人绝望的折磨随着时间流逝变得越来越强烈。玛诺洛斯的意外殒落，给了他研究研究恶魔学的机会。而因为失去了堕落的力量，他的身体又日渐衰落。为了获得重生，他和巫妖王立下契约。作为恶魔和毁灭的大师，术士以折磨太阳底下的生物为乐，像熄灭蜡烛一样将他们全部消灭。|n|n|cff0042ff力量|r - 22 + 2.5|n|cff0042ff敏捷|r - 10 + 1.0|n|cffff0303智力|r - 24 + 2.7|n|n可以学习 致命连接、暗言术、剧变和|cffff8000混乱之雨|r。|n|n攻击距离 600（远程）|n移动速度 295""","""""","""""",,0,200.00,1,1
H01M,Hpal,29,1.70,1,0,"""ground,structure,debris,air,item,ward""",0,"""Abilities\\Weapons\\WardenMissile\\WardenMissile.mdl""","""""",0,140,7,"""hero""","""normal""",900,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,"""medium""","""AInv""",0.00,600.00,1,23,2.70,,0,,"""Flesh""","""复活 圣堂刺客""",0,0,0,1,0.15,,1,0,0.50,0.50,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,2.00,,0.00,0.00,0.30,0.30,0,"""hero""",0,0,0.00,0,20.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNAssassin.blp""",60.00,2.00,20,0.00,0,0,0,5,,,0,0.00,62.00,71.00,0.00,0,0,0.00,,0,"""units\\creeps\\assassin\\assassin.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,305,"""foot""",10.00,10.00,"""圣堂刺客""",0,0,,0.00,0,"""""","""""",0.00,"""Repb""",43,"""AGI""",9,"""拉娜娅""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,290.00,1.20,1,0.00,0.00,,0,"""""",140.00,1,"""Shadow""",140.00,60.00,60.00,1800,800,0,0.00,1,"""Maiev""","""Objects\\Spawnmodels\\NightElf\\NightElfLargeDeathExplode\\NightElfLargeDeathExplode.mdl""",,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNAssassin.blp""",15,2.10,18,,"""ground""",1,1,0,-1,"""圣堂刺客""","""复活 圣堂刺客""","""圣堂刺客师从于一位来自神族母星艾尔的传奇人物。她是一名使用精神力量的高手，并且在近卫军团中专门负责进行战略性质的刺杀行动。她的心灵异能，能够让她随意的进入和脱离战斗，并且可以增强攻击时所造成的伤害，同时保护她不受敌人的袭击。或者在狩猎哪个不走运的路人之前给自己披上一件隐身衣。敌人在战场上发现这个圣堂武士时，往往也就是他们死亡并被埋葬之时，当他们的生命被终结后，她便再次潜入暗影，等待下一个猎物。|n|n|cff0042ff力量|r - 18 + 2.1|n|cffff0303敏捷|r - 23 + 2.7|n|cff0042ff智力|r - 20 + 2.0|n|n可以学习 折光、隐匿、灵能之刃和|cffff8000灵能陷阱|r。|n|n攻击距离 140（远程）|n移动速度 305""","""""","""""",,0,290.00,1,1
H01N,Hpal,24,1.70,2,0,"""ground,structure,debris,air,item,ward""",0,"""war3mapImported\\Phoenix_Missile_smaller.mdl""","""""",0,500,6,"""hero""","""normal""",1100,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,"""medium""","""AInv""",0.00,800.00,1,12,1.30,,0,,"""Flesh""","""复活 凤凰""",0,0,0,1,0.15,,0,1,0.63,0.70,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,-1.00,,0.00,0.00,0.35,0.30,0,"""hero""",0,0,0.00,2,50.00,1,0,0,2,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNPhoenix.blp""",20.00,1.80,18,0.00,0,0,0,5,,,0,0.00,0.00,20.00,0.00,0,0,0.15,,0,"""units\\human\\phoenix\\phoenix.mdl""",1,,0,100,1,0.01,90.00,220.00,3.0,285,"""hover""",33.00,25.00,"""凤凰""",0,0,,0.00,0,"""""","""""",0.00,"""""",51,"""STR""",9,"""伊卡洛斯""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,200.00,1.05,1,0.00,0.00,,0,"""""",200.00,0,"""""",200.00,100.00,100.00,1800,800,0,0.00,1,"""Phoenix""",,,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNPhoenix.blp""",15,2.90,17,,"""ground""",1,1,0,-1,"""凤凰""","""复活 凤凰""","""远古圣典提及光的七道神圣射气，在辐合时发生强烈的冲突。这些道射气的碰撞在凡人的国度创造出一个最纯净的火堆，并从中诞生出了神话般的凤凰。就像天赐之火显现的那样，伊卡洛斯既能发出死亡与毁灭之炎，又能用来治疗与重生。从他体内射出的高温光线，可以轻易焚化战场上的整支军队。为了征服他的敌人，伊卡洛斯甚至愿意释放全部的生命力，利用太阳能量创造出毁天灭地的大爆炸。|n|n|cffff0303力量|r - 17 + 2.9|n|cff0042ff敏捷|r - 12 + 1.3|n|cff0042ff智力|r - 18 + 1.8|n|n可以学习 凤凰冲击、烈火精灵、烈日炙烤和|cffff8000超新星|r。|n|n攻击距离 500（远程）|n移动速度 285""","""""","""""",,0,200.00,1,1
H01O,Hpal,25,1.70,2,0,"""air,debris,ground,item,structure,ward""",0,"""war3mapImported\\EredarMissile.mdl""","""""",0,500,3,"""hero""","""normal""",900,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,800.00,1,18,2.20,,0,,"""Flesh""","""复活 暗影恶魔""",0,0,0,1,0.15,,3,2,0.50,0.60,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,1.00,,0.00,0.00,0.35,0.30,0,"""hero""",0,0,0.00,0,50.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNArchimonde.blp""",120.00,2.70,23,0.00,0,0,0,5,,,0,0.00,40.00,160.00,0.00,0,0,0.00,,0,"""units\\demon\\Warlock\\Warlock.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,295,"""foot""",10.00,10.00,"""暗影恶魔""",0,0,,0.00,0,"""""","""""",0.00,"""""",101,"""INT""",9,"""艾瑞达,艾瑞达,艾瑞达,艾瑞达,艾瑞达,艾瑞达,艾瑞达,艾瑞达,吉比特""",9,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,210.00,1.25,1,0.00,0.00,,0,"""""",140.00,1,"""Shadow""",140.00,50.00,50.00,1800,800,0,0.00,1,"""Acolyte""",,,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNArchimonde.blp""",15,1.90,17,,"""ground""",1,1,0,-1,"""暗影恶魔""","""复活 暗影恶魔""","""远在近卫天灾开战之前，这个名叫艾瑞达的远古恶魔，就已经开始散播仇恨挑起战争。没有任何正义之士可以敌过他，但他却被他的部下背叛而遭到杀害。然而，他依靠残存的一片影子复生了；经历数千年，艾瑞达恢复了他大部分的形态，力量也每天在增强，最后终于重拾了他原来的豺狼形态。艾瑞达现在的形态不适合与敌人正面冲突，但他知道如何运用各种诡计来招待他们----放逐、毒药、诅咒与邪恶魔法。|n|n|cff0042ff力量|r - 22 + 2.4|n|cff0042ff敏捷|r - 18 + 2.2|n|cffff0303智力|r - 23 + 2.7|n|n可以学习 崩裂禁锢、灵魂猎手、暗影剧毒和|cffff8000邪恶魔法|r。|n|n攻击距离 500（远程）|n移动速度 295""","""""","""""",,0,210.00,1,1
H01P,Hpal,25,1.70,2,0,"""air,debris,ground,item,structure,ward""",0,,"""""",0,150,3,"""hero""","""normal""",900,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,600.00,1,23,2.10,,0,,"""Flesh""","""复活 巨牙海民""",0,0,0,1,0.15,,1,1,0.64,0.60,0,,,,1,0,0,255,255,255,24.00,0,"""MetalHeavySlice""","""""",,"""""",2,1.00,,0.00,0.00,0.36,0.30,0,"""hero""",0,0,0.00,0,20.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNTuskaarBrown.blp""",60.00,1.70,18,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.00,,0,"""Units\\Creeps\\tuskarLord\\tuskarLord.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,305,"""foot""",10.00,10.00,"""巨牙海民""",0,0,,0.00,0,"""""","""""",0.00,"""""",50,"""STR""",9,"""尤弥尔""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,250.00,1.00,1,0.00,0.00,,0,"""""",160.00,1,"""Shadow""",160.00,60.00,60.00,1800,800,0,0.00,1,"""HeroPaladin""","""Objects\\Spawnmodels\\Orc\\OrcSmallDeathExplode\\OrcSmallDeathExplode.mdl""",,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNTuskaarBrown.blp""",15,2.30,23,,"""ground""",1,1,0,-1,"""巨牙海民""","""复活 巨牙海民""","""尤弥尔来自于北风冻原，是最聪明的巨牙海民战士之一。他所居住的村庄在他青年时期不断遭受冰原巨魔和地穴蜘蛛的劫掠，在长年的抵抗下他积累了众多战争经验，因此尤弥尔自愿加入近卫军团的队列，以协助抵挡日益强大又臭名昭著的巫妖王。藉由冰元素专精的操控能力，尤弥尔他可以用冰霜魔法出其不意地打击敌人。他的武器不止有沉重又迅速的大雪球、飞快投掷的锋利冰片，还有魔术般的大暴雪，极大削弱敌人的战斗能力——当然，轻视他那强健身躯所蕴含的爆发力，同样是愚蠢至极。|n|n|cffff0303力量|r - 23 + 2.3|n|cff0042ff敏捷|r - 23 + 2.1|n|cff0042ff智力|r - 18 + 1.7|n|n可以学习 寒冰片、雪球、摔跤行家和|cffff8000海象神拳|r。|n|n攻击距离 150（近程）|n移动速度 300""","""""","""""",,0,250.00,1,1
H01Q,Hpal,25,1.70,2,0,"""air,debris,ground,item,structure,ward""",0,"""Abilities\\Spells\\Human\\StormBolt\\StormBoltMissile.mdl""","""""",0,600,3,"""hero""","""normal""",1200,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,"""medium""","""AInv""",0.00,800.00,1,15,1.40,,0,,"""Flesh""","""复活 干扰者""",0,0,0,1,0.15,,3,2,0.50,0.60,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,0.00,,0.00,0.00,0.40,0.30,0,"""hero""",0,0,0.00,0,50.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNThrall.blp""",60.00,2.50,22,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.00,,0,"""units\\orc\\Thrall\\Thrall.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,300,"""foot""",33.00,25.00,"""干扰者""",0,0,,0.00,0,"""""","""""",0.00,"""""",49,"""INT""",9,"""萨尔""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,260.00,1.10,1,0.00,0.00,,0,"""""",160.00,1,"""Shadow""",160.00,80.00,80.00,1800,800,0,0.00,1,"""Thrall""","""Objects\\Spawnmodels\\Orc\\OrcLargeDeathExplode\\OrcLargeDeathExplode.mdl""",,0.00,0.00,6,2.00,"""ReplaceableTextures\\CommandButtons\\BTNThrall.blp""",15,1.90,19,,"""ground""",1,1,0,-1,"""干扰者""","""复活 干扰者""","""作为被人类抚养长大的角斗士，萨尔拥有过人的胆识与战术，甚至强于那些年长的半兽人统帅们。萨尔从人类的魔爪中逃走后遇到了格罗姆．地狱咆哮，从他的口中得知自己是霜狼氏族酋长的遗孤。萨尔重新回到他祖先生活的村庄，在那里修炼并成为了一名伟大的半兽人萨满。萨尔不仅能自由掌控闪电的力量，还可以运用特殊能力，将其转化为魔法之墙或是静态能量，他甚至可以将敌人的时间玩弄于股掌之间。|n|n|cff0042ff力量|r - 19 + 1.9|n|cff0042ff敏捷|r - 15 + 1.4|n|cffff0303智力|r - 22 + 2.5|n|n可以学习 雷击、一闪、动能力场和|cffff8000静态风暴|r。|n|n攻击距离 600（远程）|n移动速度 300""","""""","""""",,0,260.00,1,1
H01R,Hpal,29,1.70,2,0,"""air,debris,ground,item,structure,ward""",0,,"""""",0,150,3,"""hero""","""normal""",900,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,600.00,1,18,1.70,,0,,"""Flesh""","""复活 军团指挥官""",0,0,0,1,0.15,,2,1,0.64,0.60,0,,,,1,0,0,255,255,255,24.00,0,"""MetalHeavySlice""","""""",,"""""",2,1.00,,0.00,0.00,0.46,0.30,0,"""hero""",0,0,0.00,0,20.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNGarithos.blp""",60.00,2.20,20,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.00,,0,"""units\\creeps\\LordGarithos\\LordGarithos.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,320,"""foot""",10.00,10.00,"""军团指挥官""",0,0,,0.00,0,"""""","""""",0.00,"""""",55,"""STR""",9,"""特斯丁""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,250.00,1.30,1,0.00,0.00,,0,"""""",160.00,1,"""Shadow""",160.00,60.00,60.00,1800,800,0,0.00,1,"""Garithos""","""Objects\\Spawnmodels\\Orc\\OrcSmallDeathExplode\\OrcSmallDeathExplode.mdl""",,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNGarithos.blp""",15,2.60,26,,"""ground""",1,1,0,-1,"""军团指挥官""","""复活 军团指挥官""","""我叫特斯丁，在我的王国内部滋生着一个巨大的威胁。这个巨大的威胁就是那一大群肮脏不堪的非人类难民们，他们让我们的大道污秽不堪，他们那杂种语言四处可闻！正因为整个王国都看到我的土地被这样垃圾侵蚀，我才没能成为最为伟大的将军。然而，这一切在不久之后都会消失。因为我的巨斧已经向那些威胁到人类领土的黑暗部落砍下！我已经出发，去征服那些恐怖之物。谁，敢与我一决生死！我将让世界走上正轨，人类的正轨！|n|n|cffff0303力量|r - 26 + 2.6|n|cff0042ff敏捷|r - 18 + 1.7|n|cff0042ff智力|r - 20 + 2.2|n|n可以学习 压倒性优势、强攻、勇气之霎和|cffff8000决斗|r。|n|n攻击距离 150（近程）|n移动速度 320""","""""","""""",,0,250.00,1,1
H01S,Hpal,15,1.70,2,0,"""ground,structure,debris,air,item,ward""",0,"""Abilities\\Weapons\\Rifle\\RifleImpact.mdl""","""""",0,365,6,"""hero""","""normal""",3000,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,"""medium""","""AInv""",0.00,800.00,1,24,2.80,,0,,"""Metal""","""复活 矮人直升机""",0,0,0,1,0.15,,3,2,0.97,0.70,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,2.00,,0.00,0.00,0.20,0.30,0,"""hero""",0,0,0.00,2,50.00,1,0,0,2,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNFlyingMachine.blp""",60.00,2.10,23,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.00,,0,"""units\\human\\Gyrocopter\\Gyrocopter_V1.mdl""",1,,0,100,1,0.01,90.00,230.00,3.0,315,"""hover""",33.00,25.00,"""矮人直升机""",0,0,,0.00,0,"""""","""""",0.00,"""""",48,"""AGI""",9,"""奥雷尔．弗拉伊库""",1,61.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,200.00,1.10,1,0.00,0.00,,0,"""""",160.00,1,"""ShadowFlyer""",160.00,80.00,80.00,1800,800,0,0.00,1,"""Gyrocopter""",,,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNFlyingMachine.blp""",15,1.80,18,,"""ground""",1,1,0,-1,"""矮人直升机""","""复活 矮人直升机""","""奥雷尔，这个出生于采矿之家的矮人，对爆破有着与生俱来的兴趣与天赋。这种超乎常人的天赋在矮人矿工社会中确定了他极高的收入、头衔和声望。但是奥雷尔并像族人那样安分于爆破矿石，他运用自己的技能组合可控炸药与厚重金属，从发动机与飞弹，任何东西都可以轻易地制造出来。他最热衷的事情莫过于将他的发明带到战场上测试，从而使战场变得极度炫目。|n|n|cff0042ff力量|r - 19 + 2.1|n|cffff0303敏捷|r - 24 + 2.8|n|cff0042ff智力|r - 19 + 2.1|n|n可以学习 火箭弹幕、追踪导弹、高射火炮和|cffff8000召唤飞弹|r。|n|n攻击距离 365（远程）|n移动速度 320""","""""","""""",,0,200.00,1,1
H01T,Hpal,16,1.70,1,0,"""ground,structure,debris,air,item,ward""",0,"""Abilities\\Weapons\\PriestMissile\\PriestMissile.mdl""","""""",0,600,11,"""hero""","""normal""",1125,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,800.00,1,14,1.60,,0,,"""Flesh""","""复活 大魔导师""",0,0,0,1,0.15,,1,1,0.77,0.77,0,,,,1,0,0,255,255,255,24.00,0,"""""","""""",,"""""",2,0.00,,0.00,0.00,0.40,0.40,0,"""hero""",0,0,2.00,0,30.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNMedivh.blp""",60.00,2.40,27,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.10,,0,"""units\\creeps\\Medivh\\Medivh.mdl""",1,,0,200,1,0.01,0.00,0.00,3.0,290,"""foot""",10.00,10.00,"""大魔导师""",0,0,,0.00,0,"""""","""""",0.00,"""""",53,"""INT""",11,"""卢比克""",1,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,,1,270.00,1.15,1,0.00,0.00,,0,"""""",120.00,1,"""Shadow""",120.00,55.00,55.00,1800,800,0,0.00,1,"""DruidOfTheTalon""","""Objects\\Spawnmodels\\NightElf\\NightElfLargeDeathExplode\\NightElfLargeDeathExplode.mdl""",,0.00,0.00,6,1.20,"""ReplaceableTextures\\CommandButtons\\BTNMedivh.blp""",15,1.50,19,,"""ground""",1,1,0,-1,"""大魔导师""","""复活 大魔导师""","""卢比克是阿哈利姆的儿子，一个不可忽视的战力。人们惊叹于他的能力，可以随心所欲抓起和投掷物体而仅仅只靠念力。许多巫师曾向他提出挑战，但都败给了他强大的弱化魔法。拥有无尽才能的大魔导师，绝不会因为敌人的出现而止步，无比智慧的他会运用一切方式，哪怕是施展敌人的魔法来击倒敌人。在只靠一想就能偷取技能方面享有盛誉的大魔导师，是近卫军团对抗天灾军团最无可争议的瑰宝。|n|n|cff0042ff力量|r - 19 + 1.5|n|cff0042ff敏捷|r - 14 + 1.6|n|cffff0303智力|r - 27 + 2.4|n|n可以学习 隔空取物、弱化能流、至尊魔法和|cffff8000技能窃取|r。|n|n攻击距离 600（远程）|n移动速度 290""","""""","""""",,0,270.00,1,1
H01U,Hpal,24,1.70,2,0,"""air,debris,ground,item,structure,ward""",0,,"""""",0,150,3,"""hero""","""normal""",900,0,2.13,2,0,"""ground,structure,debris,air,item,ward""",0,,"""""",0,500,4,"""hero""","""missile""",,,"""AInv""",0.00,600.00,1,16,1.30,,0,,"""Flesh""","""复活 地精撕裂者""",0,0,0,1,0.15,,3,1,0.64,0.60,0,,,,1,0,0,255,255,255,24.00,0,"""MetalHeavySlice""","""""",,"""""",2,-1.00,,0.00,0.00,0.36,0.30,0,"""hero""",0,0,0.00,0,20.00,1,0,0,0,0.00,200,0,"""A40L,A40L,A40L,A40M,A004""",0.00,0.00,0,1,0,0,,150,0.25,"""Always""",0,"""ReplaceableTextures\\CommandButtons\\BTNJunkGolem.blp""",60.00,2.40,21,0.00,0,0,0,5,,,0,0.00,0.00,60.00,0.00,0,0,0.00,,0,"""units\\creeps\\IronGolem\\IronGolem.mdl""",1,,0,100,1,0.01,0.00,0.00,3.0,290,"""foot""",10.00,10.00,"""地精撕裂者""",0,0,,0.00,0,"""""","""""",0.00,"""""",57,"""STR""",9,"""瑞兹拉克,瑞兹拉克,瑞兹拉克,瑞兹拉克,瑞兹拉克,史莱德""",6,60.00,0.00,0.00,"""human""",250.00,250.00,0,0,0,0,0,1,250.00,1.00,1,0.00,0.00,,0,"""""",160.00,1,"""Shadow""",160.00,60.00,60.00,1800,800,0,0.00,1,"""GoblinZeppelin""","""Objects\\Spawnmodels\\Orc\\OrcSmallDeathExplode\\OrcSmallDeathExplode.mdl""",,0.00,0.00,6,1.50,"""ReplaceableTextures\\CommandButtons\\BTNJunkGolem.blp""",15,2.10,22,,"""ground""",1,1,0,-1,"""地精撕裂者""","""复活 地精撕裂者""","""在遗忘森林的深处有着众多宝藏。没有人知道这件事情，也没有人意识到地精发明家瑞兹拉克的小小身体有多么的危险。瑞兹拉克通过将重型武器和能轻易砍倒一大片森林的伐木机结合，创造出了一个既致命又挣钱的伐木机。有着可拆分的锯刃，锋利的刀沿，能勾住树木的锁链，瑞兹拉克消灭敌人就如同砍伐一棵小树苗那样简单。尽管瑞兹拉克谈不上高尚，但是近卫军团总是会付给他足够的金钱去完成任务，当然前提是他和他的伐木机得离生命古树远点！|n|n|cffff0303力量|r - 22 + 2.1|n|cff0042ff敏捷|r - 16 + 1.3|n|cff0042ff智力|r - 21 + 2.4|n|n可以学习 死亡旋风、伐木锯链、活性护甲和|cffff8000锯齿飞轮|r。|n|n攻击距离 150（近程）|n移动速度 290""","""""","""""",,0,250.00,1,1
