I00A,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNWandOfCyclone.blp""",,1,,1,"""魔力法杖"""
I00B,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNOrbofSlowness.blp""",,1,,1,"""极限法球"""
I00C,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNClawsOfAttack.blp""",,1,,1,"""攻击之爪"""
I00D,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSteelMelee.blp""",,1,,1,"""阔剑"""
I00E,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAlleriaFlute.blp""",,1,,1,"""短棍"""
I00F,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_19.blp""",,1,,1,"""大剑"""
I00G,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNRingPurple.blp""",,1,,1,"""守护指环"""
I00H,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSteelArmor.blp""",,1,,1,"""圆盾"""
I00I,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSteelRanged.blp""",,1,,1,"""标枪"""
I00J,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHammer.blp""",,1,,1,"""秘银锤"""
I00K,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Chain_12.blp""",,1,,1,"""锁子甲"""
I00L,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHelmutPurple.blp""",,1,,1,"""铁意头盔"""
I00M,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Plate13.blp""",,1,,1,"""板甲"""
I00N,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNOrcMeleeUpTwo.blp""",,1,,1,"""压制之刃"""
I00O,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNGlove.blp""",,1,,1,"""加速手套"""
I00P,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNUndeadShrine.blp""",,1,,1,"""死亡面具"""
I00Q,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNRingSkull.blp""",,1,,1,"""恢复指环"""
I00R,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNDaggerOfEscape.blp""",,1,,1,"""科勒的匕首"""
I00S,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSobiMask.blp""",,1,,1,"""艺人面罩"""
I00T,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNBootsOfSpeed.blp""",,1,,1,"""速度之靴"""
I00U,ches,,,"""Permanent""",0,,0,"""德堪出品|nwww.09game.com""","""Objects\\InventoryItems\\CrystalShard\\CrystalShard.mdl""",,999999999,"""ReplaceableTextures\\CommandButtons\\BTNGem.blp""",,1,1.4,1,"""真视宝石"""
I00V,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Misc_Cape_08.blp""",,1,,1,"""流浪法师斗篷"""
I00W,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNWand.blp""",,1,,1,"""魔棒"""
I00X,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAmulet.blp""",,1,,1,"""闪避护符"""
I00Y,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNGreenStaff.blp""",,1,,1,"""幽魂权杖"""
I00Z,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNPendantOfMana.blp""",,1,,1,"""暗影护符"""
I010,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNLesserClarityPotion.blp""",,1,,1,"""净化药水"""
I011,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHealingSalve.blp""",,1,,1,"""治疗药膏"""
I012,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAncientOfTheEarth.blp""",,1,,1,"""艾西菲的远古祭祀"""
I013,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNBottle3.blp""",,1,,1,"""魔瓶"""
I014,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSentryWard.blp""",,1,,1,"""侦察守卫"""
I015,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNBlueSentryWard.blp""",,1,,1,"""岗哨守卫"""
I016,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNDustOfAppearance.blp""",,1,,1,"""显影之尘"""
I017,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNCritterChicken.blp""",,1,,1,"""动物信使"""
I018,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNScrollUber.blp""",,1,,1,"""回城卷轴"""
I019,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSmokePotion.blp""",,1,,1,"""诡计之雾"""
I01A,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNdekan_item_enchanted_mango.blp""",,1,,1,"""魔法芒果"""
I01B,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNRavenForm.blp""",,1,,1,"""飞行信使"""
I01C,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""飞行信使卷轴"""
I01D,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingAxe_06.blp""",,1,,1,"""亦真亦假眼"""
I01E,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,999999999,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_25.blp""",,1,,1,"""圣剑"""
I01F,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Weapon_Halberd_10.blp""",,1,,1,"""金箍棒"""
I01G,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNTransmute.blp""",,1,,1,"""辉耀"""
I01H,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""辉耀卷轴"""
I01I,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingKnife_04.blp""",,1,,1,"""蝴蝶"""
I01J,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Weapon_Crossbow_10.blp""",,1,,1,"""暴雪弩炮"""
I01K,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""暴雪弩炮卷轴"""
I01L,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Hammer_10.blp""",,1,,1,"""碎颅锤"""
I01M,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""碎颅锤卷轴"""
I01N,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingAxe_06.blp""",,1,,1,"""狂战斧"""
I01O,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNThoriumMelee.blp""",,1,,1,"""水晶剑"""
I01P,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""水晶剑卷轴"""
I01Q,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNUnholyStrength.blp""",,1,,1,"""莫尔迪基安的臂章"""
I01R,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""莫尔迪基安的臂章卷轴"""
I01S,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNLothars.BLP""",,1,,1,"""洛萨之锋"""
I01T,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNGhostBlade.blp""",,1,,1,"""虚灵之刃"""
I01U,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAnnihilator.blp""",,1,,1,"""深渊之刃"""
I01V,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSpell_Holy_BlessingOfStrength.blp""",,1,,1,"""散夜对剑"""
I01W,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHornOfDoom.blp""",,1,,1,"""撒旦之邪力"""
I01X,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""撒旦之邪力卷轴"""
I01Y,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNThunderMallet.blp""",,1,,1,"""雷神之锤"""
I01Z,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""雷神之锤卷轴"""
I020,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNIceShard.blp""",,1,,1,"""斯嘉蒂之眼"""
I021,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNJapaneseSword.BLP""",,1,,1,"""散华"""
I022,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""散华卷轴"""
I023,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Helmet_13.blp""",,1,,1,"""支配头盔"""
I024,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNStormHammer.blp""",,1,,1,"""漩涡"""
I025,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""漩涡卷轴"""
I026,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAbility_Gouge.blp""",,1,,1,"""黯灭"""
I027,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""黯灭卷轴"""
I028,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_10.blp""",,1,,1,"""夜叉"""
I029,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""夜叉卷轴"""
I02A,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHelmOfValor.blp""",,1,,1,"""疯狂面具"""
I02B,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""疯狂面具卷轴"""
I02C,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_11.blp""",,1,,1,"""净魂之刃"""
I02D,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""净魂之刃卷轴"""
I02E,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNDiffusal2.blp""",,1,,1,"""净魂之刃-等级2"""
I02F,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""净魂之刃-等级2卷轴"""
I02G,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHalberd.blp""",,1,,1,"""天堂之戟"""
I02H,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Chain_14.blp""",,1,,1,"""强袭装甲"""
I02I,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""强袭装甲卷轴"""
I02J,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHeartOfAszune.blp""",,1,,1,"""恐鳌之心"""
I02K,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""恐鳌之心卷轴"""
I02L,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNRodOfNecromancy.blp""",,1,,1,"""黑皇杖"""
I02M,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""黑皇杖卷轴"""
I02N,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNCrimsonGuard.blp""",,1,,1,"""赤红甲"""
I02O,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""赤红甲卷轴"""
I02P,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedMoonArmor.blp""",,1,,1,"""希瓦的守护"""
I02Q,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""希瓦的守护卷轴"""
I02R,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Misc_Gem_Bloodstone_02.blp""",,1,,1,"""血精石"""
I02S,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""血精石卷轴"""
I02T,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNOrb of Water.blp""",,1,,1,"""林肯法球"""
I02U,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""林肯法球卷轴"""
I02V,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyArmor.blp""",,1,,1,"""先锋盾"""
I02W,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Chest_Plate06.blp""",,1,,1,"""刃甲"""
I02X,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNPhilosophersStone.blp""",,1,,1,"""振魂石"""
I02Y,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNHoodOfCunning.blp""",,1,,1,"""挑战头巾"""
I02Z,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_ThrowingAxe_02.blp""",,1,,1,"""幻影斧"""
I030,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""幻影斧卷轴"""
I031,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNINV_Sword_09.blp""",,1,,1,"""Guinsoo的邪恶镰刀"""
I032,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNStaffOfSilence.blp""",,1,,1,"""紫怨"""
I033,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNSnazzyScroll.blp""",,1,,1,"""紫怨卷轴"""
I034,ches,,,"""Permanent""",,,,"""德堪出品|nwww.09game.com""","""war3mapImported\\treasurechest_Standonly.mdl""",,,"""ReplaceableTextures\\CommandButtons\\BTNStaffofpurification.blp""",,1,,1,"""Eul的神圣法杖"""
